name,x,y,address,type,city,demand
智化寺,116.432325,39.917621,禄米仓胡同5号,风景名胜;风景名胜;寺庙道观,北京,5.581535737140728
故宫博物院-西南角楼,116.392983,39.913741,景山前街4号故宫博物院(西南角),风景名胜;风景名胜;风景名胜,北京,22.302770585927654
东单公园,116.41709,39.904917,崇文门内大街9号(东单地铁站H西南口步行380米),风景名胜;公园广场;公园,北京,20.086943723819267
故宫博物院-西北角楼,116.392575,39.92215,景山前街4号故宫博物院(西北角),风景名胜;风景名胜;风景名胜,北京,24.104385910416514
什刹海-后海,116.38526,39.943559,羊房胡同甲23-3号,风景名胜;风景名胜;风景名胜,北京,5.343698546285715
圆明园遗址公园,116.30096,40.008759,清华西路28号,风景名胜;风景名胜;国家级景点,北京,18.963853387911463
天坛公园-回音壁,116.413074,39.878072,天坛街道天坛路甲1号天坛公园内(东南角),风景名胜;风景名胜;风景名胜,北京,18.479740421883626
团结湖公园,116.464372,39.925741,团结湖南里路16号(呼家楼地铁站B东北口步行190米),风景名胜;公园广场;公园,北京,7.400805709245177
故宫博物院-端门,116.397413,39.910396,景山前街4号故宫博物院内(南侧),风景名胜;风景名胜;风景名胜,北京,22.149836733752288
大观园,116.355972,39.871365,南菜园街12号,风景名胜;风景名胜;省级景点,北京,12.974932686069483
北京动物园,116.336701,39.942105,西直门外大街137号,风景名胜;公园广场;动物园,北京,22.492917881034906
普度寺遗址,116.404659,39.913437,普度寺前巷,风景名胜;风景名胜;寺庙道观,北京,7.220762918149173
朝阳公园,116.482276,39.944093,朝阳公园南路1号,风景名胜;公园广场;公园,北京,10.787741768381107
地坛公园-地坛庙会,116.416041,39.952949,地坛公园内(近地坛庙会北门),风景名胜;风景名胜相关;旅游景点,北京,8.610365356397107
天桥,116.398772,39.886193,西草市街96号(珠市口地铁站G西南口步行320米),风景名胜;风景名胜;风景名胜,北京,15.023202254683394
纪晓岚故居,116.387191,39.890058,珠市口西大街241号(虎坊桥地铁站B东北口步行170米),风景名胜;风景名胜;纪念馆,北京,12.397775915666468
故宫博物院-九龙壁,116.400456,39.918526,景山前街4号故宫博物院宁寿宫内,风景名胜;风景名胜;风景名胜,北京,22.962424832795282
三庆园,116.396914,39.895887,大栅栏商业街18号(前门地铁站I西南口步行410米),体育休闲服务;影剧院;剧场|风景名胜;风景名胜相关;旅游景点,北京,17.185322825077414
先农坛,116.392206,39.876929,东经路21号北京古代建筑博物馆,风景名胜;风景名胜;风景名胜,北京,17.715133252589013
西城楼观旗点,116.395694,39.907843,西长安街与广场西侧路交叉口北20米,风景名胜;风景名胜;风景名胜,北京,8.601392361308571
北京鲁迅博物馆,116.358742,39.925693,阜城门内宫门口二条19号(阜成门地铁站B东北口步行260米),风景名胜;风景名胜;红色景区,北京,20.515206171263983
什刹海-前海,116.393076,39.936167,地安门西大街49号什刹海(东南角),风景名胜;风景名胜相关;旅游景点,北京,7.498939605865845
菖蒲河公园,116.403456,39.908566,菖蒲河沿9号(天安门东地铁站B东北口步行200米),风景名胜;公园广场;公园,北京,13.97234882517191
故宫博物院-御花园,116.39682,39.921459,景山前街4号故宫内,风景名胜;风景名胜;风景名胜,北京,21.748059277648142
天坛公园-双环万寿亭,116.406883,39.883629,天坛东路甲1号天坛公园内(西北角),风景名胜;风景名胜;风景名胜,北京,21.931295200782913
霱公府(不对外开放),116.37693,39.905022,西绒线胡同51号(西单地铁站D东南口步行480米),风景名胜;风景名胜;风景名胜,北京,8.654985248081527
黄瓦增福财神庙,116.403195,39.940976,鼓楼东大街117号,风景名胜;风景名胜;寺庙道观,北京,17.258199000428903
玉渊潭公园,116.319932,39.91662,西三环中路10号,风景名胜;风景名胜;国家级景点,北京,13.39095910823044
景山公园-明思宗殉国处,116.399039,39.924529,景山西街44号景山公园内(东南角),风景名胜;风景名胜;风景名胜,北京,23.16369762503478
北京基督教会崇文门堂,116.420483,39.902964,后沟胡同丁2号,风景名胜;风景名胜;教堂,北京,9.650187371037003
北京欢乐谷,116.494743,39.867355,东四环小武基北路,体育休闲服务;休闲场所;游乐场|风景名胜;风景名胜;国家级景点,北京,18.458556942248414
天坛公园-斋宫,116.406686,39.879763,天坛东路甲1号天坛公园内(西南角),风景名胜;风景名胜;风景名胜,北京,17.540506010481614
莲花池公园,116.315327,39.893297,西三环中路38号,风景名胜;公园广场;公园,北京,5.589490962492345
后海公园,116.38259,39.942143,后海北沿50号(近鼓楼西大街),风景名胜;公园广场;公园,北京,22.5292552692706
天坛公园-圜丘,116.413162,39.876964,天坛路甲1号天坛公园内(东南角),风景名胜;风景名胜;风景名胜,北京,21.034674147924402
王府井地下佛像,116.410136,39.91374,北京王府井百货大楼B2层,风景名胜;风景名胜;风景名胜,北京,18.378963751609582
紫竹院公园,116.319079,39.942352,中关村南大街35号,风景名胜;公园广场;公园,北京,17.27816888427412
故宫博物院-珍妃井,116.400115,39.921941,景山前街4号,风景名胜;风景名胜;风景名胜,北京,21.318366155077825
月坛公园,116.352221,39.916424,月坛北街甲6号,风景名胜;风景名胜;省级景点,北京,21.20889167748402
奥林匹克森林公园,116.392159,40.018635,科荟路33号,风景名胜;风景名胜;国家级景点,北京,19.180148746296965
北京奥林匹克公园,116.393096,40.009926,北辰东路15号(森林公园南门地铁站C东南口旁),风景名胜;风景名胜;国家级景点,北京,15.735972230113413
北京湖广会馆,116.384032,39.8889,虎坊路3号(虎坊桥路口西南),风景名胜;风景名胜;风景名胜,北京,12.791643333036832
陈独秀旧居,116.404106,39.917353,北池子大街箭杆胡同20号,风景名胜;风景名胜;纪念馆,北京,5.403397429920094
798·751园区,116.494784,39.985063,酒仙桥路4号,风景名胜;风景名胜;风景名胜,北京,16.48220534873689
故宫博物院-慈宁宫,116.394399,39.919066,东华门街道景山前街4号故宫博物院内(西北角),风景名胜;风景名胜;风景名胜,北京,11.013527195262258
嵩祝寺及智珠寺,116.403968,39.928403,景山后街嵩祝院23号,风景名胜;风景名胜;寺庙道观,北京,17.13931490200263
故宫博物院-文华殿,116.399345,39.915573,景山前街4号故宫博物院内(东南角),风景名胜;风景名胜;风景名胜,北京,11.083611179340513
肃亲王府(不对外开放),116.407307,39.905352,正义路与东长安街交叉口南280米,风景名胜;风景名胜相关;旅游景点,北京,17.164014486069362
三里河公园,116.405433,39.894234,北京前门街道中芦草园胡同与草厂三条交叉口西40米,风景名胜;公园广场;公园,北京,20.61133987336486
地坛公园(暂停开放),116.414443,39.953777,安定门外大街,风景名胜;公园广场;公园,北京,14.655898488927049
龙潭公园(暂停开放),116.438258,39.879792,龙潭路16号,风景名胜;风景名胜;国家级景点,北京,19.57795055889443
故宫博物院-珍宝馆,116.399941,39.919701,景山前街4号故宫博物院宁寿宫珍宝馆内,风景名胜;风景名胜;风景名胜|科教文化服务;展览馆;展览馆,北京,19.7442404208302
白云观,116.343778,39.901266,白云观街7号,风景名胜;风景名胜;寺庙道观,北京,21.777340901510232
天主教北京总教区西什库主教座堂(暂停开放),116.378751,39.925492,西什库大街33号,风景名胜;风景名胜;教堂,北京,21.523140339423417
贤良祠,116.386903,39.933736,地安门西大街甲103号(北海北地铁站B东北口步行210米),风景名胜;风景名胜;寺庙道观,北京,17.145619180794526
天主教北京总教区东交民巷圣弥厄尔天主堂,116.412118,39.903012,东交民巷甲13号,风景名胜;风景名胜;教堂,北京,11.390626276995162
奥林匹克公园中心区,116.392451,40.000039,科荟路33号奥林匹克森林公园内,风景名胜;公园广场;公园,北京,17.513822654504636
故宫博物院-延禧宫,116.398682,39.920502,故宫博物院内(东北角),风景名胜;风景名胜;风景名胜,北京,10.053669199476424
北京古观象台,116.434326,39.907206,建国门大街裱褙胡同2号(建国门地铁站C西南口步行130米),风景名胜;风景名胜;风景名胜,北京,12.944287975491095
中央电视塔,116.307016,39.918852,西三环中路11号(玉渊潭公园对面),风景名胜;风景名胜;国家级景点|科教文化服务;传媒机构;电视台,北京,15.635705675341146
北海公园-永安寺,116.389393,39.92435,什刹海街道文津街1号(故宫北)北海公园内(西南角),风景名胜;风景名胜;寺庙道观,北京,7.745194126464807
世界花卉大观园,116.353217,39.835332,南四环中路235号,风景名胜;公园广场;植物园,北京,14.320889559936932
银锭桥,116.393337,39.938999,前海后海交接处,风景名胜;风景名胜;风景名胜,北京,10.859689556584325
八大处公园,116.184358,39.962679,八大处路3号,风景名胜;风景名胜;国家级景点,北京,15.12032303405121
故宫博物院-乾清宫,116.396919,39.920238,东华门街道景山前街4号故宫博物院内,风景名胜;风景名胜;风景名胜,北京,14.287485198587733
天坛公园-东天门,116.417772,39.881568,天坛街道天坛路甲1号天坛公园内(东侧),风景名胜;风景名胜;风景名胜,北京,15.420429268342266
北京历代帝王庙,116.367443,39.924802,阜成门内大街131号,风景名胜;风景名胜;寺庙道观|政府机构及社会团体;政府及社会团体相关;政府及社会团体相关,北京,12.122560726435804
北京海洋馆,116.340971,39.944676,气象路6号,风景名胜;公园广场;水族馆,北京,10.720002098427091
天坛公园-北天门,116.41274,39.885763,天坛路甲1号天坛公园景区内,风景名胜;风景名胜;风景名胜,北京,22.131751552527966
世界公园,116.287794,39.810604,丰葆路158号(公园内),风景名胜;风景名胜;国家级景点,北京,10.860767393327471
永定门公园东城园区,116.399553,39.87497,永定门内大街与木料巷交叉口南220米,风景名胜;风景名胜;风景名胜,北京,23.11766606604495
北京动物园-北区,116.339523,39.944563,西直门外大街137号北京动物园内(东北角),风景名胜;公园广场;动物园,北京,11.448103213209112
北海公园-九龙壁,116.387599,39.931861,什刹海街道文津街1号(故宫北)北海公园西天梵境内,风景名胜;风景名胜;风景名胜,北京,24.090582814871684
北京工体富国海底世界,116.44702,39.928558,工人体育场南路1号,风景名胜;公园广场;水族馆,北京,21.911498415945374
天安门广场-正阳门,116.39785,39.900536,前门大街北端,风景名胜;风景名胜;风景名胜,北京,17.204815950207667
卢沟桥文化旅游区,116.225968,39.850383,宛平城,风景名胜;风景名胜;红色景区,北京,14.22231628918962
博大公园,116.503292,39.796373,亦庄天华南街,风景名胜;公园广场;公园,北京,6.949071624260068
升旗台,116.397559,39.906926,东华门街道东华门街道西长安街与广场西侧路交叉口东160米,风景名胜;风景名胜;风景名胜,北京,23.605600681687775
宛平城,116.226098,39.851436,卢沟桥南里10号,风景名胜;风景名胜;风景名胜,北京,11.951624906226296
景山公园-富览亭,116.394943,39.924588,景山西街44号景山公园内(西南角),风景名胜;风景名胜相关;旅游景点,北京,13.874216041028724
奥林匹克森林公园南园,116.391365,40.016194,北五环辅路奥林匹克森林公园,风景名胜;风景名胜;国家级景点,北京,6.451296368453039
广化寺,116.390893,39.941355,什刹海北边的鸦儿胡同31号,风景名胜;风景名胜;寺庙道观,北京,12.115707853159783
北京西山国家森林公园,116.193063,39.975185,闵庄路与香山南路交叉口西100米,风景名胜;风景名胜;省级景点,北京,24.034053204109654
龙潭西湖公园,116.428487,39.880779,龙潭路甲1号,风景名胜;公园广场;公园,北京,18.660018267009967
外金水桥,116.397663,39.908002,东长安街天安门内(天安门东地铁站A西北入口步行190米),风景名胜;风景名胜;风景名胜,北京,5.36296308842374
南海子公园,116.464223,39.777746,黄亦路16号,风景名胜;公园广场;公园,北京,10.089559650514142
元大都城垣遗址公园,116.408048,39.976114,育慧南路南口与北土城东路交叉口大牌坊南侧,风景名胜;风景名胜相关;旅游景点,北京,21.01244983740532
香山公园,116.188746,39.990107,香山买卖街40号,风景名胜;风景名胜;国家级景点,北京,17.989484574888202
余华和史铁生认领的树,116.415134,39.955862,和平里中街34号(和平里北街地铁站D西南口步行450米),风景名胜;风景名胜;风景名胜,北京,8.410512581106286
西交民巷,116.395072,39.901998,西交民巷19附近,风景名胜;风景名胜;风景名胜,北京,19.90871988065614
天坛公园-七星石,116.416109,39.883051,天坛街道天坛路甲1号天坛公园内(东侧),风景名胜;风景名胜;风景名胜,北京,12.701576562435301
勅建火神庙,116.388147,39.895334,琉璃厂东街29号,风景名胜;风景名胜;寺庙道观,北京,14.842553071878486
北海公园-白塔,116.389259,39.925826,文津街1号北海公园(西南角),风景名胜;风景名胜;风景名胜,北京,20.37000652184496
皇城根遗址公园,116.406563,39.923378,北河沿大街与地安门东大街交叉口南,风景名胜;公园广场;公园,北京,10.358701975514338
百望山森林公园,116.255631,40.029982,黑山扈北口19号,风景名胜;风景名胜;省级景点,北京,5.9511497288022746
庆丰公园,116.463961,39.903411,东三环中路39号,风景名胜;公园广场;公园,北京,19.463573842434837
模式口历史文化街区,116.16982,39.935117,模式口大街,风景名胜;风景名胜;风景名胜,北京,22.63243264932864
北京温榆河公园,116.485512,40.075917,京承高速与滨河路交叉口,风景名胜;公园广场;公园,北京,18.193532087924545
福海公园,116.402011,39.847163,永外高庄138号(大红门地铁站C东南口步行300米),风景名胜;公园广场;公园,北京,21.428452613944422
天主教北京总教区宣武门天主堂南堂,116.375098,39.90072,前门西大街141号(宣武门地铁站C东南口步行240米),风景名胜;风景名胜;教堂,北京,20.676072374296353
故宫博物院-东南角楼,116.401455,39.914044,景山前街4号故宫博物院(东南角),风景名胜;风景名胜;风景名胜,北京,20.15204813076906
北京园博园,116.190595,39.876665,射击场路15号,风景名胜;风景名胜;风景名胜,北京,15.650695372225886
永定门城楼,116.399324,39.872468,永定门内大街156号,风景名胜;风景名胜相关;旅游景点,北京,16.120254376819126
国家植物园北园,116.209385,40.001805,香山路与卧佛寺路交叉口,风景名胜;公园广场;植物园,北京,18.72586093686922
圆明园-绮春园景区,116.309512,40.002264,清华西路28号圆明园遗址内,风景名胜;风景名胜;国家级景点,北京,17.040178665467653
钟楼,116.39586,39.942439,安定门,风景名胜;风景名胜;风景名胜,北京,18.58908712390422
于谦祠,116.423332,39.9077,西裱褙胡同甲23号(东单地铁站C东南口步行300米),风景名胜;风景名胜;风景名胜,北京,12.287920121620132
国家植物园,116.210714,39.998036,香山卧佛寺路北京植物园,风景名胜;公园广场;植物园,北京,10.852695780556662
天宁寺,116.345962,39.894719,天宁寺前街甲3号,风景名胜;风景名胜;寺庙道观,北京,5.891637999381015
首钢园,116.155232,39.915415,石景山路68号,风景名胜;公园广场;公园,北京,24.56075362256519
宣武艺园,116.359246,39.895139,槐柏树街12号(近宣武医院、长椿街地铁站西南口),风景名胜;公园广场;公园,北京,24.320457522938185
故宫博物院-太和殿,116.397056,39.917321,东华门街道景山前街4号故宫内,风景名胜;风景名胜;风景名胜,北京,7.806015122614534
卢沟桥,116.220684,39.850474,宛平城西城门马路对面,风景名胜;风景名胜;国家级景点,北京,11.815232494693698
比利时使馆旧址,116.412434,39.901866,崇文门西大街9号(崇文门地铁站A1西北口步行370米),风景名胜;风景名胜;纪念馆,北京,24.14146472450273
报国寺,116.35951,39.891185,报国寺西夹道32号院(7号线广安门内地铁站B东北口20米),风景名胜;风景名胜;寺庙道观,北京,21.452587502548326
宋庆龄同志故居,116.383071,39.945525,后海北沿46号,风景名胜;风景名胜;纪念馆,北京,18.048518142868584
万松老人塔,116.373243,39.922117,北京市西长安街街道西四南大街43号,风景名胜;风景名胜;风景名胜,北京,14.18158063091721
西洋楼景区,116.312476,40.013375,圆明园-长春园内(北侧),风景名胜;风景名胜;世界遗产,北京,16.029958496626893
天桥市民广场,116.397788,39.883204,天桥南大街7号(天桥地铁站A西北口旁),风景名胜;公园广场;城市广场,北京,13.21351213915483
朝内大街81号,116.429413,39.924892,朝阳门内大街81号院(朝阳门地铁站H西南口步行220米),商务住宅;产业园区;产业园区|风景名胜;风景名胜;风景名胜,北京,13.119745381391166
北京中华民族博物院南园(暂停开放),116.3918,39.979951,亚运村街道民族园路1号,风景名胜;风景名胜;风景名胜,北京,22.681290639976382
故宫博物院-坤宁宫,116.396911,39.920821,东华门街道景山前街4号故宫博物院内(北侧),风景名胜;风景名胜;风景名胜,北京,22.888266523197213
徐悲鸿纪念馆,116.371478,39.945067,新街口北大街5号院(积水潭地铁站F口步行140米),风景名胜;风景名胜;纪念馆,北京,9.702534022634522
红领巾公园,116.491796,39.927301,后八里庄5号,风景名胜;公园广场;公园,北京,20.088896267702307
圆明园-长春园,116.3133,40.010192,清华西路28号圆明园景区内,风景名胜;风景名胜;风景名胜,北京,8.895202253773057
团城,116.389224,39.922978,文津街1号(故宫北)北海公园(西南角),风景名胜;风景名胜;风景名胜,北京,11.545991292675009
阙左门,116.397977,39.912778,东华门街道东华门街道景山前街4号故宫博物院内(南侧),风景名胜;风景名胜;风景名胜,北京,22.100327774084523
火神殿,116.395631,39.936872,地安门外大街77号北京火德真君庙,风景名胜;风景名胜;寺庙道观,北京,9.891270297962562
李大钊故居,116.365903,39.904721,文华胡同24号,风景名胜;风景名胜;风景名胜,北京,7.46816066536147
郭沫若故居,116.389306,39.934621,什刹海街道前海西街18号(什刹海西南岸),风景名胜;风景名胜;纪念馆,北京,24.860181636437805
奥林匹克森林公园北园,116.393173,40.027647,北京市奥运村街道科荟路33号,风景名胜;风景名胜;国家级景点,北京,7.890513078342689
正乙祠戏楼,116.385994,39.898796,和平门西河沿街220号(和平门地铁站C2东南口步行270米),体育休闲服务;影剧院;剧场|风景名胜;风景名胜相关;旅游景点,北京,12.14742490710928
北顶娘娘庙,116.39016,39.990468,天辰东路14号,风景名胜;风景名胜;寺庙道观,北京,16.917612226951547
北平图书馆旧址,116.385319,39.923461,什刹海街道什刹海街道文津街7号,风景名胜;风景名胜;纪念馆,北京,11.262042521712935
寿皇殿,116.396598,39.927518,景山西街44号景山公园内(北侧),风景名胜;风景名胜相关;旅游景点,北京,20.468009938479895
故宫博物院-神武门广场,116.39682,39.922481,景山前街4号,风景名胜;公园广场;城市广场,北京,5.1137122420710295
故宫博物院-武英殿,116.394593,39.915441,景山前街4号故宫博物院内(西南角),风景名胜;风景名胜;风景名胜,北京,24.337769154353396
护国观音寺,116.390637,39.894251,樱桃斜街8号,风景名胜;风景名胜;寺庙道观,北京,21.950994880949132
什刹海公园-观景平台,116.380933,39.943736,地安门西大街49号什刹海(西北角),风景名胜;风景名胜相关;旅游景点,北京,10.730199752052823
永定门公园,116.399134,39.875648,永定门内大街156号,风景名胜;风景名胜;风景名胜,北京,23.015562019147897
中国人民抗日战争纪念馆,116.225921,39.851796,卢沟桥城内街101号,风景名胜;风景名胜;纪念馆,北京,23.342447311212975
北京动物园-奥运熊猫馆,116.338825,39.939619,西直门外大街137号北京动物园(东南角),风景名胜;公园广场;动物园,北京,12.247750741107042
中法大学旧址,116.40703,39.928204,东皇城根北街甲20号,风景名胜;风景名胜;风景名胜,北京,11.846162793922472
兴隆公园,116.53366,39.9126,高碑店乡兴隆庄甲8号(近高碑店地铁站),风景名胜;公园广场;公园,北京,9.940490252482606
松榆清真寺,116.471554,39.876504,松榆北路与武圣东路交叉口西北60米,风景名胜;风景名胜;回教寺,北京,21.33453706802846
地坛的海,116.417341,39.953675,和平里西街75号(雍和宫地铁站A西北口步行480米),风景名胜;风景名胜;风景名胜,北京,17.071037972878642
天坛公园-丹陛桥,116.412887,39.879991,天坛路甲1号天坛公园内,风景名胜;风景名胜;风景名胜,北京,22.877301466336775
故宫博物院-储秀宫,116.395782,39.921192,景山前街4号故宫博物院内(北侧),风景名胜;风景名胜;风景名胜,北京,19.69947483025557
教学植物园,116.434911,39.874042,左安门西街11号,风景名胜;公园广场;植物园,北京,23.80901198584679
海淀公园,116.295122,39.986416,万柳镇新建宫门路2号(万泉河桥地铁站A西北口步行140米),风景名胜;公园广场;公园,北京,19.96270370271629
民族之夜,116.392245,39.982216,民族园路1号民族园南园北门,风景名胜;风景名胜;风景名胜,北京,12.479730314622095
颐和园-画中游,116.270926,39.998659,新建宫门路19号颐和园内(西侧),风景名胜;风景名胜相关;旅游景点,北京,10.294660476898962
青年湖全龄友好公园,116.403153,39.954271,安德里北街,风景名胜;公园广场;公园,北京,22.20682460468189
中华民族博物院,116.391346,39.98289,民族园路1号,风景名胜;风景名胜;风景名胜,北京,12.00254875410112
人定湖公园,116.385492,39.957583,北京市德胜街道六铺炕街心15号,风景名胜;公园广场;公园,北京,24.138345175181634
中华世纪坛,116.321339,39.910663,复兴路甲9号,风景名胜;风景名胜;风景名胜,北京,5.5465296971933675
南锣鼓巷牌坊,116.403166,39.933647,南锣鼓巷内(南锣鼓巷地铁站E西北口旁),风景名胜;风景名胜相关;旅游景点,北京,9.638767195819026
南锣鼓巷牌坊,116.403166,39.933647,南锣鼓巷内(南锣鼓巷地铁站E西北口旁),风景名胜;风景名胜相关;旅游景点,北京,10.074341769139146
康有为故居,116.375805,39.887984,陶然亭街道米市胡同43号(菜市口地铁站C东南口旁),风景名胜;风景名胜相关;旅游景点,北京,9.43281498275124
柳荫公园,116.402121,39.960835,和平里街道安定门外黄寺大街8号,风景名胜;公园广场;公园,北京,21.886942569372575
晋江会馆(林海音故居),116.380637,39.893758,南柳巷40号,风景名胜;风景名胜;风景名胜,北京,14.353881063482126
北京孔庙,116.414629,39.946442,国子监街13号,风景名胜;风景名胜;寺庙道观,北京,12.881089185028767
故宫博物院-斋宫,116.398057,39.919658,景山前街4号北京故宫博物馆,风景名胜;风景名胜相关;旅游景点,北京,23.805775937915456
故宫博物院-景仁宫,116.398,39.920315,景山前街4号故宫博物院,风景名胜;风景名胜;风景名胜,北京,7.575784493727056
齐白石旧居纪念馆,116.401518,39.935745,雨儿胡同13号院(南锣鼓巷地铁站E西北口步行340米),风景名胜;风景名胜;纪念馆,北京,18.349643491384633
万寿山,116.275262,39.999868,新建宫门路19号颐和园,风景名胜;风景名胜;风景名胜,北京,16.671466617062144
中华民族园北园,116.390957,39.98542,民族园西路中华民族园(奥体中心地铁站D西南口步行370米),风景名胜;风景名胜;国家级景点,北京,5.208285734844198
太平洋海底世界博览馆,116.306264,39.919097,西三环中路11号中央广播电视塔下,风景名胜;公园广场;水族馆|科教文化服务;展览馆;展览馆,北京,7.416835185706725
十七孔桥,116.27833,39.990481,青龙桥街道新建宫门路19号颐和园内(南侧),风景名胜;风景名胜相关;旅游景点,北京,13.749433933597224
夕照寺,116.43944,39.889698,夕照寺中街19号,风景名胜;风景名胜;寺庙道观,北京,9.55595259269598
万寿寺,116.311646,39.947093,万寿寺路22号(万寿寺地铁站C东南口步行120米),风景名胜;风景名胜;寺庙道观,北京,21.74106174561595
